3, 1, 214, 37
10, 0, 175, 49
4, 0, 182, 53
8, 0, 193, 59
8, 0, 197, 68
6, 0, 200, 48
4, 3, 187, 57
1, 1, 202, 51
7, 0, 216, 71
2, 2, 195, 63
4, 1, 220, 63
4, 0, 225, 71
5, 1, 226, 77
6, 0, 224, 70
5, 1, 217, 72
9, 3, 212, 73
8, 2, 193, 83
12, 2, 222, 101
7, 1, 210, 121
14, 4, 230, 132
10, 1, 226, 90
4, 2, 234, 96
13, 0, 232, 87
10, 0, 231, 90
5, 2, 226, 94
8, 0, 237, 81
6, 3, 239, 98
16, 6, 229, 125
7, 4, 221, 93
13, 6, 250, 132
14, 9, 219, 106
10, 7, 228, 110
14, 7, 230, 122
9, 4, 226, 116
18, 3, 246, 131
13, 7, 231, 115
17, 5, 256, 121
13, 10, 219, 115
14, 3, 221, 127
12, 9, 249, 102
12, 8, 242, 139
8, 6, 219, 125
21, 10, 238, 132
14, 7, 227, 147
10, 12, 239, 126
19, 11, 235, 173
22, 11, 215, 158
14, 13, 216, 155
15, 15, 228, 146
15, 11, 234, 160
18, 14, 208, 128
16, 7, 204, 141
19, 5, 213, 170
24, 12, 189, 180
15, 4, 182, 130
17, 13, 204, 165
19, 8, 200, 199
24, 9, 203, 183
23, 10, 196, 180
16, 15, 173, 150
25, 9, 169, 178
19, 9, 169, 170
23, 16, 179, 185
22, 14, 196, 197
26, 11, 173, 196
23, 19, 169, 199
18, 17, 173, 184
16, 23, 150, 173
27, 9, 170, 181
31, 14, 162, 199
25, 26, 153, 204
22, 13, 160, 197
23, 15, 157, 200
17, 15, 158, 205
27, 16, 151, 205
21, 15, 149, 179
27, 14, 152, 213
29, 26, 121, 221
28, 21, 141, 198
26, 17, 137, 208
21, 19, 121, 210
37, 21, 111, 230
29, 24, 120, 230
34, 29, 120, 226
35, 22, 111, 194
29, 13, 108, 234
28, 28, 117, 245
32, 20, 103, 252
27, 26, 104, 230
22, 23, 104, 212
23, 26, 105, 234
36, 22, 90, 257
25, 35, 91, 221
32, 26, 100, 203
25, 26, 104, 254
32, 23, 91, 254
24, 25, 89, 214
37, 19, 91, 208
37, 26, 95, 223
34, 22, 98, 212
34, 18, 95, 223
54, 22, 95, 226
34, 29, 83, 199
30, 24, 71, 199
28, 23, 76, 196
28, 31, 79, 188
36, 39, 72, 234
31, 33, 69, 221
36, 47, 70, 193
42, 41, 83, 193
31, 27, 72, 177
33, 37, 80, 191
36, 37, 79, 204
51, 45, 70, 177
31, 43, 71, 186
30, 31, 72, 174
28, 38, 82, 205
27, 51, 80, 167
35, 42, 85, 214
31, 44, 79, 172
28, 40, 99, 153
36, 31, 101, 192
19, 40, 96, 152
30, 40, 99, 159
30, 47, 81, 172
27, 34, 85, 133
27, 43, 61, 165
19, 27, 99, 155
31, 31, 87, 196
30, 36, 93, 189
26, 32, 85, 163
18, 36, 90, 155
19, 32, 87, 143
30, 27, 110, 145
25, 24, 92, 162
18, 35, 96, 156
29, 21, 106, 141
28, 16, 114, 162
30, 28, 108, 150
19, 27, 122, 149
24, 31, 113, 135
35, 24, 115, 154
20, 22, 138, 151
27, 25, 139, 184
26, 31, 137, 157
23, 20, 136, 141
21, 26, 145, 137
22, 24, 107, 148
20, 32, 122, 145
21, 25, 137, 162
23, 33, 125, 173
24, 20, 107, 173
39, 27, 114, 161
30, 27, 122, 190
20, 27, 124, 127
23, 24, 134, 152
23, 22, 144, 174
26, 20, 136, 167
24, 25, 153, 199
24, 22, 123, 183
35, 24, 150, 197
23, 17, 155, 158
21, 35, 148, 175
23, 20, 148, 158
20, 31, 162, 189
21, 24, 155, 153
18, 29, 160, 191
35, 19, 185, 176
24, 32, 183, 156
25, 27, 162, 189
22, 21, 161, 157
32, 21, 181, 187
37, 24, 175, 188
30, 26, 156, 187
28, 24, 162, 215
14, 16, 186, 182
16, 20, 161, 188
28, 26, 139, 198
26, 16, 184, 198
34, 16, 165, 184
36, 18, 181, 214
19, 21, 170, 163
27, 22, 182, 182
31, 25, 190, 247
30, 16, 185, 199
33, 23, 173, 221
38, 27, 196, 217
31, 19, 183, 179
31, 27, 194, 219
31, 25, 209, 247
32, 35, 209, 189
24, 25, 223, 179
25, 28, 230, 182
42, 33, 231, 188
33, 33, 210, 197
30, 33, 222, 228
22, 27, 214, 207
35, 33, 222, 212
30, 30, 236, 244
26, 31, 198, 227
34, 27, 241, 236
36, 30, 208, 222
33, 32, 231, 232
24, 27, 217, 232
33, 30, 224, 213
29, 34, 210, 220
27, 24, 209, 261
28, 32, 224, 244
24, 29, 233, 263
31, 30, 238, 259
42, 24, 248, 283
40, 26, 251, 237
33, 26, 234, 259
36, 32, 273, 277
35, 29, 280, 307
22, 31, 228, 257
30, 32, 271, 322
31, 21, 255, 273
39, 20, 245, 287
32, 24, 259, 330
27, 20, 241, 262
37, 21, 248, 292
30, 23, 248, 274
35, 20, 236, 303
32, 20, 239, 283
42, 26, 228, 290
48, 22, 231, 289
38, 21, 236, 261
44, 22, 256, 285
47, 28, 256, 313
35, 30, 220, 285
38, 28, 225, 293
50, 25, 222, 329
53, 30, 260, 326
42, 34, 229, 286
33, 30, 239, 240
41, 33, 232, 292
42, 41, 243, 305
42, 44, 230, 283
37, 43, 193, 272
39, 45, 216, 294
41, 32, 218, 287
35, 27, 208, 226
34, 32, 219, 248
43, 42, 209, 288
48, 35, 208, 302
46, 34, 217, 260
45, 24, 195, 238
54, 33, 212, 259
53, 42, 206, 221
61, 47, 218, 263
52, 31, 185, 248
54, 46, 203, 264
56, 29, 223, 245
66, 52, 210, 276
28, 39, 192, 233
42, 46, 186, 209
46, 59, 186, 218
42, 51, 181, 255
45, 52, 179, 251
33, 46, 153, 224
48, 67, 167, 230
60, 59, 173, 230
40, 57, 182, 220
53, 58, 171, 206
55, 72, 156, 205
48, 58, 176, 236
41, 58, 194, 222
50, 45, 175, 212
54, 52, 170, 235
39, 62, 184, 216
37, 61, 174, 202
39, 54, 158, 190
33, 58, 163, 182
35, 56, 153, 190
26, 56, 162, 166
39, 56, 163, 168
38, 50, 177, 174
31, 53, 156, 172
39, 50, 160, 173
39, 58, 161, 163
39, 55, 157, 167
39, 54, 160, 181
29, 34, 171, 160
39, 43, 168, 172
32, 59, 140, 185
30, 43, 143, 163
28, 33, 164, 179
27, 40, 160, 166
17, 34, 157, 172
34, 41, 151, 168
28, 43, 163, 170
30, 22, 147, 155
23, 38, 165, 152
25, 38, 212, 142
35, 30, 131, 182
30, 46, 150, 197
23, 33, 147, 145
33, 34, 162, 181
28, 41, 147, 180
35, 28, 153, 152
27, 30, 170, 171
22, 31, 157, 136
22, 38, 175, 170
26, 25, 156, 179
26, 31, 142, 169
20, 39, 145, 157
24, 25, 167, 161
18, 24, 163, 146
34, 36, 147, 171
25, 32, 165, 145
26, 29, 163, 171
18, 33, 161, 127
25, 30, 178, 129
26, 22, 158, 154
23, 28, 170, 136
20, 22, 178, 138
28, 27, 160, 187
22, 23, 162, 162
14, 28, 165, 160
22, 25, 173, 134
21, 27, 169, 153
33, 29, 174, 163
17, 28, 179, 138
30, 17, 186, 171
24, 17, 180, 142
25, 20, 161, 138
16, 14, 183, 134
29, 20, 179, 168
21, 20, 168, 136
21, 25, 165, 136
21, 22, 159, 143
25, 18, 169, 153
22, 20, 169, 135
23, 29, 181, 136
20, 22, 195, 145
21, 22, 196, 149
31, 33, 204, 132
27, 27, 197, 139
21, 19, 198, 143
22, 29, 227, 139
18, 23, 208, 159
28, 19, 221, 156
30, 21, 210, 156
25, 26, 209, 135
26, 25, 201, 159
11, 34, 218, 146
19, 24, 211, 160
22, 15, 185, 181
21, 26, 191, 126
20, 22, 186, 112
27, 19, 225, 148
23, 23, 216, 159
29, 23, 231, 136
21, 25, 241, 190
25, 18, 227, 160
22, 23, 228, 128
17, 25, 241, 142
19, 20, 223, 116
25, 14, 239, 167
27, 22, 236, 169
24, 35, 247, 143
23, 16, 256, 167
23, 25, 236, 143
20, 27, 216, 155
23, 20, 240, 153
27, 23, 237, 173
17, 24, 189, 148
28, 19, 262, 157
36, 23, 247, 164
28, 16, 262, 183
20, 24, 241, 160
20, 19, 239, 147
17, 25, 241, 170
21, 21, 236, 179
22, 22, 263, 157
25, 12, 244, 192
27, 23, 253, 161
30, 15, 249, 188
26, 23, 218, 203
24, 18, 237, 210
26, 33, 246, 168
29, 27, 250, 196
28, 21, 215, 191
27, 18, 276, 213
21, 24, 230, 212
28, 22, 256, 216
35, 17, 247, 209
32, 18, 251, 198
29, 21, 257, 237
16, 31, 247, 230
32, 21, 211, 235
27, 21, 241, 245
22, 26, 229, 241
23, 22, 233, 241
25, 22, 226, 215
32, 26, 253, 230
42, 16, 240, 273
27, 24, 211, 245
36, 27, 228, 239
38, 16, 235, 241
25, 26, 229, 246
33, 20, 215, 242
34, 17, 219, 284
33, 20, 231, 281
35, 25, 241, 250
37, 19, 237, 285
40, 20, 230, 297
36, 33, 218, 255
40, 33, 237, 259
41, 29, 219, 254
33, 28, 241, 246
31, 30, 241, 269
32, 32, 215, 279
39, 42, 223, 283
34, 46, 222, 235
41, 24, 216, 257
31, 50, 213, 266
30, 39, 200, 270
43, 35, 190, 265
47, 28, 208, 253
29, 31, 211, 243
43, 20, 245, 287
40, 36, 221, 227
26, 37, 226, 244
36, 37, 224, 293
36, 27, 209, 260
24, 40, 204, 231
48, 35, 225, 245
37, 38, 222, 268
35, 30, 219, 244
38, 34, 242, 268
35, 26, 216, 271
32, 41, 227, 276
50, 30, 226, 312
43, 39, 214, 266
39, 50, 230, 303
37, 37, 188, 271
27, 36, 185, 253
37, 32, 185, 276
32, 27, 208, 254
42, 35, 206, 264
31, 31, 229, 291
34, 26, 185, 230
37, 39, 209, 288
52, 46, 208, 273
49, 36, 201, 316
36, 37, 197, 261
42, 28, 196, 248
43, 26, 217, 257
46, 39, 179, 263
45, 43, 195, 265
43, 33, 202, 249
40, 44, 189, 262
46, 34, 200, 308
27, 40, 203, 238
33, 45, 205, 256
41, 40, 184, 253
50, 42, 181, 258
26, 43, 189, 232
